Santa Librada A1,343999167,-7653690167
Manzana del Saber A1,343495333,-7654093000
Estadio A1,343189833,-7654316167
Tequendama A1,342356667,-7654703000
Lido A1,341891167,-7654839167
Unidad Deportiva A1,341527167,-7654840167
Plaza de Toros A1,340960417,-7654746333
Pampalinda A1,340359333,-7654687333
Refugio A1,339859889,-7654646750
Caldas A1,339425500,-7654599333
Capri A1,338828000,-7654508500
